Geneid,orth_group,num,CaB41,CaB44,Ca30m1,Ca30m2,Ca1h1,Ca1h2,Ca1.5h1,Ca1.5h2,Ca2h1,Ca2h4,Ca3h1,Ca3h2,Ca4h1,Ca4h3,Ca6h1,Ca6h3,Ca8h1,Ca8h2
YDR208W,89,1,1990,1674,2885,2833,2387,2207,2554,2355,2884,1892,2402,2180,2597,2327,2443,2414,2729,2294
CAGL0F05335g,89,2,1776,1666,1604,1496,1942,2232,2602,2109,2339,2716,3129,2442,3028,2645,3287,2707,2813,4188
KLLA0A04301g,89,3,871,848,1043,911,1719,1674,1274,1463,1265,1076,976,881,864,850,702,988,789,744
orf19.3153,89,4,2094,2256,2318,2359,2176,2058,2447,1790,2744,2419,3296,2769,2249,2812,2486,2813,2665,2833
YBL098W,91,1,579,564,614,693,529,473,707,637,761,630,646,534,686,637,627,808,657,600
orf19.5443,91,2,2670,2869,1731,1745,2100,1919,2707,2130,2041,1841,1829,1456,1273,1451,1263,1331,1194,1161
YDR211W,92,1,4198,3901,2304,2315,4945,4295,4547,4166,4240,3341,2003,1807,2383,2341,2567,3084,3784,3494
CAGL0C01221g,92,2,4303,3737,5527,5318,971,1030,851,770,1098,1262,2791,1552,2340,2170,2585,2143,2094,3393
KLLA0A04235g,92,3,2968,3666,6217,5809,4086,3818,2524,3143,3225,2881,3486,2883,3115,3240,2945,4292,3123,3560
orf19.407,92,4,3015,3011,6132,6198,4316,3945,3200,2627,2444,2076,3227,2509,2146,2299,2239,2524,2022,2234
YDR212W,93,1,5204,4965,5404,5406,6769,5825,5406,5003,6209,4462,4074,3889,3983,3860,2884,3228,3480,2943
CAGL0F07887g,93,2,6144,5262,5486,5670,2039,2507,1859,1641,2091,2162,4467,2000,2731,2374,2706,2186,1898,3333
KLLA0A04191g,93,3,6009,7125,9133,9071,10093,9349,6619,7501,7876,6841,7737,6021,6138,6253,5087,7570,5334,5410
orf19.401,93,4,3454,3483,11279,10858,8374,7028,5622,4387,3988,3212,3266,2823,2301,2605,2497,2428,2500,2390
YDR213W,94,1,908,848,627,696,881,893,777,867,1105,629,748,659,906,836,792,877,1016,931
YLR228C,94,2,1253,1030,764,857,513,472,713,662,902,575,451,441,594,531,535,597,519,452
CAGL0C01199g,94,3,3485,3171,1856,1807,1125,1224,1362,1123,1190,1185,1873,1313,1671,1614,1752,1474,1389,2069
CAGL0F07865g,94,4,2513,2122,446,468,613,688,727,545,629,586,918,506,585,559,621,541,573,824
KLLA0A04169g,94,5,9898,9957,2122,2039,5793,5153,5052,6010,5921,5442,5478,4859,4987,4874,4157,6327,4265,4993
orf19.391,94,6,6430,7216,639,633,1470,1254,2900,2127,4352,3720,5963,4981,3641,4276,3725,3722,3087,3075
YDR214W,95,1,1814,1781,7495,7120,6703,6020,4433,3835,6432,5239,6533,5808,8010,7205,7846,8540,8969,6696
CAGL0E04906g,95,2,3467,3406,4169,4106,3990,4395,4127,3240,4899,5136,6820,3986,3277,3409,3201,2708,2314,2996
KLLA0A04147g,95,3,1657,2124,6180,5243,18838,17901,10574,12459,12017,9133,8817,7278,6403,6433,4629,6771,4319,4579
orf19.7602,95,4,1701,1749,4132,4321,6490,5071,7465,5213,6762,5512,3479,3156,2972,3509,4595,4860,4832,4497
YDR216W,96,1,1924,1792,3303,3253,1791,1461,2366,1815,2827,1990,2189,2172,2428,1916,2315,2470,2668,1959
CAGL0E04884g,96,2,1635,1471,2335,2179,8152,9922,6966,5795,5396,5836,5939,4916,6906,6440,8576,7197,8657,12864
KLLA0F13046g,96,3,1705,1718,316,246,2268,2346,2723,3161,2647,2464,2910,2530,3017,2959,2731,3993,3196,3241
orf19.2752,96,4,767,817,1107,1173,814,777,878,642,711,582,847,622,586,623,520,484,437,535
YDR217C,97,1,1204,1109,734,825,1517,1323,1384,1433,1442,1071,933,848,1138,1087,1354,1386,1835,1489
CAGL0E04862g,97,2,1468,1289,1332,1174,1038,1244,1290,1137,1217,1276,1705,1123,1478,1316,1561,1277,1419,2311
KLLA0F13068g,97,3,733,910,943,770,1352,1368,1180,1329,1503,1444,1381,1212,1267,1217,1155,1375,1097,1188
orf19.4275,97,4,790,825,607,675,683,682,650,513,602,488,753,496,470,623,456,542,475,532
YJR076C,98,1,2484,2369,2515,2581,2541,2397,3214,2841,3199,2356,2722,2592,2936,2864,1987,2151,1811,1696
CAGL0F00275g,98,2,4021,3377,3108,3157,2176,2485,1569,1386,1515,1748,3019,1722,2336,2261,2796,2083,1930,3233
KLLA0B14344g,98,3,2932,3426,2577,2413,5279,5009,4184,4856,4555,3871,4457,3776,3607,3739,2895,3817,2257,2552
orf19.5691,98,4,2318,2473,3696,3742,4458,3917,5497,4319,6093,4699,4014,3684,2592,2637,2351,2104,1926,1774
YDR219C,99,1,821,764,1268,1198,859,835,1115,1028,1116,886,1174,1088,1355,1150,1203,1286,1203,1027
CAGL0E04818g,99,2,781,684,986,913,611,739,505,399,532,559,1035,568,718,713,714,543,472,850
KLLA0F13156g,99,3,1200,1393,1268,1225,1908,1707,1813,2053,3270,2781,2603,2169,2170,2278,1633,2337,1360,1546
YDR221W,100,1,1051,1058,1509,1482,1641,1447,1482,1394,1864,1389,1933,1756,2294,2167,1981,2220,2013,1750
CAGL0E04796g,100,2,3106,2834,2724,2546,1701,2004,1716,1538,2044,2026,3355,1739,2240,1904,1906,1513,1354,2400
KLLA0F13178g,100,3,1446,1599,1092,1050,1652,1570,1363,1503,1863,1779,1505,1221,1238,1293,962,1288,912,1025
YDR222W,101,1,902,842,485,468,1923,1673,2189,2068,1438,1312,940,905,1297,1260,931,1024,1241,1145
YLR225C,101,2,1485,1357,2668,2590,1551,1465,1671,1406,2000,1648,2436,2322,2632,2285,2308,2478,2888,2129
CAGL0E04774g,101,3,1979,1739,2273,1797,1885,2112,2458,1988,2794,3025,4561,3039,3487,3758,4592,3929,3673,5977
KLLA0F13200g,101,4,1877,2104,393,343,722,814,997,1100,1450,1342,1618,1392,1729,1716,1634,2276,1903,2055
YBL097W,102,1,564,473,400,384,408,412,641,685,659,433,448,441,455,376,286,337,242,214
CAGL0M09559g,102,2,1476,1313,1664,1649,931,1054,818,759,709,753,1962,1046,1340,1196,1386,1089,856,1462
KLLA0E06733g,102,3,1082,1109,1113,1092,1831,1774,1806,2177,2584,2372,1924,1699,1704,1741,1532,2391,1530,1712
orf19.1251,102,4,1051,1057,1499,1481,1518,1311,1349,1037,1479,1224,1276,1047,794,813,587,544,570,540
YDR223W,103,1,194,186,315,309,361,270,302,264,320,250,495,463,799,582,1262,1157,2409,1389
YLR223C,103,2,2680,2101,1269,1206,2965,2607,2755,2648,2028,1475,1315,1195,2282,2064,3179,3569,5301,4034
CAGL0C00759g,103,3,2520,2336,2198,2158,300,323,459,410,725,736,1989,1076,1798,1571,2205,1839,2016,3409
KLLA0F13222g,103,4,1209,1407,3509,3527,524,462,568,694,1183,1098,1472,1381,1496,1464,1556,2511,1952,2055
YDR224C,104,1,9864,9539,7247,8207,5840,5412,13278,13180,10864,8199,10071,9576,11621,10830,7591,8260,7787,6893
CAGL0K11462g,104,2,17813,14913,14435,12496,8467,9015,4111,3291,5430,6196,8601,7693,8487,9059,10369,7984,6748,10225
KLLA0F13310g,104,3,8512,9189,15772,14768,13408,12698,14578,16695,20107,15293,17743,14667,14064,13873,10170,19238,9966,9691
orf19.6925,104,4,18315,18555,16344,16635,30958,24285,31239,20486,43883,36589,27832,29521,21140,22891,17240,13903,14636,12565
YDR225W,105,1,8832,8980,6091,7011,5086,4194,13002,12613,10916,8774,9565,8466,10705,10050,5734,6391,5765,5130
CAGL0K11440g,105,2,14519,12403,12874,12096,5928,6577,3040,2409,4546,5099,9903,7449,9329,9835,10719,8178,6215,11590
KLLA0F13332g,105,3,7988,9249,14218,13594,12156,11824,16184,18456,22434,17720,19918,16892,15097,15598,11197,18664,9564,9973
YDR226W,106,1,10613,9798,8416,9372,11025,9914,11874,11159,13958,11449,10016,9318,10174,9892,8006,9265,9383,8817
CAGL0K11418g,106,2,19119,17672,19207,17312,14728,16350,7531,6263,4571,5231,6363,3564,4923,4854,5128,3863,3084,5158
KLLA0F13376g,106,3,6965,7886,6050,6132,11531,11005,9308,10144,8553,7137,6475,5083,5180,5133,4208,6565,4518,4679
YDR227W,107,1,1376,1232,1114,1147,1600,1401,1889,1746,1673,1158,1491,1443,2117,1806,2292,2288,2643,2186
CAGL0K11396g,107,2,2347,2040,2424,2284,2794,3439,2466,2034,2082,2340,3694,2392,3466,3172,4132,3431,3796,5848
KLLA0F13398g,107,3,354,418,184,164,527,545,823,998,1178,1001,1506,1328,1491,1518,1365,1745,1177,1311
YDR228C,108,1,1101,1040,1486,1555,1454,1374,1390,1342,1467,1050,1022,929,960,883,874,1004,1244,974
CAGL0K11374g,108,2,1629,1346,1511,1540,1072,1223,1319,1068,1486,1630,2098,1398,1922,1675,2140,1684,1872,2930
KLLA0F13442g,108,3,1116,1251,1902,1724,1655,1564,1108,1327,1469,1323,1787,1487,1695,1709,1426,2038,1527,1535
orf19.684,108,4,1459,1474,1301,1399,1238,1078,1381,994,1419,1214,1642,1414,1136,1328,1436,1247,1246,1265
YDR229W,109,1,915,815,1811,1755,1333,1192,1162,1041,1426,1098,1421,1389,1627,1466,1608,1883,1775,1504
CAGL0K11363g,109,2,957,792,818,821,1156,1360,1782,1576,1905,2110,2763,1690,1939,1835,2051,1717,1662,2749
KLLA0C14971g,109,3,872,1057,1013,1039,1559,1440,1137,1318,1307,1012,1191,1045,1099,1111,899,1403,998,1041
YDR231C,110,1,613,625,1945,2110,1039,956,847,747,1376,1084,1678,1520,1789,1460,1826,1946,1971,1656
CAGL0K11341g,110,2,772,556,653,619,1462,1516,1613,1321,1412,1368,1632,868,917,863,967,644,665,1197
KLLA0C15015g,110,3,866,888,851,681,894,768,728,656,1110,871,1318,1031,1170,1224,970,1641,1174,1108
orf19.6461,110,4,970,946,1134,1168,1626,1386,1629,1271,1378,1013,903,777,504,632,607,573,541,520
YDR232W,111,1,2337,1990,1666,1784,2227,2125,1949,2045,2049,1258,1329,1225,1690,1588,1551,1920,2206,1941
CAGL0B02607g,111,2,4181,3848,5133,4186,897,1089,918,802,1231,1223,2915,1732,2761,2474,3128,3076,3033,4829
KLLA0C15059g,111,3,2233,2391,4219,3876,961,811,1068,1287,1963,1778,1967,1656,2159,2164,2088,2895,2652,2749
orf19.2601,111,4,1539,1713,4537,4312,1934,1572,1234,973,1178,932,1548,1480,1438,1516,1362,1435,1373,1205
YDR234W,112,1,2469,2272,762,844,2620,2324,2696,2643,2325,1673,846,726,1206,1176,1331,1436,1875,1717
CAGL0K10978g,112,2,1893,1619,1941,1733,1686,1862,2171,1696,2529,2699,5303,3094,3130,2947,3036,2441,2315,3911
KLLA0C15125g,112,3,5377,6307,4272,4130,804,809,1457,1948,2225,2004,1753,1454,1618,1620,1634,2119,1799,2106
orf19.3846,112,4,6456,6579,4985,4904,2836,2585,1976,1593,1417,1193,1838,1219,1527,1569,1752,1710,1409,1308
YBL095W,113,1,489,528,537,597,636,522,614,573,676,441,621,637,963,842,1184,1236,1363,1199
CAGL0M09537g,113,2,619,545,620,594,774,775,977,871,1278,1333,2021,1308,1519,1296,1542,1191,1255,1964
KLLA0E06777g,113,3,734,825,165,135,1808,1663,1776,2004,2093,1713,2498,2078,2616,2771,2022,3349,2152,2076
orf19.3548,113,4,1652,1649,940,912,1600,1467,2460,1934,2606,1911,2202,1831,1440,1644,1631,1482,1418,1292
YDR235W,114,1,719,641,818,961,919,851,867,851,1000,812,783,729,873,767,742,822,852,742
CAGL0K11000g,114,2,781,685,998,1095,591,636,691,659,779,851,1259,830,1218,1071,1455,1171,1298,2132
KLLA0C15169g,114,3,742,926,911,805,1278,1224,878,1082,1125,843,1187,960,1058,1085,933,1420,1095,1085
orf19.4374,114,4,450,438,720,774,696,603,492,408,459,345,572,447,420,475,509,426,419,473
YDR236C,115,1,612,615,917,938,907,714,775,631,995,764,927,913,919,884,880,1004,1200,1089
CAGL0K11022g,115,2,2562,2150,2258,2290,2415,2552,2803,2286,3075,3112,4585,2722,3367,3349,4214,3412,3663,6073
KLLA0C15213g,115,3,1113,1365,2025,1889,3078,2766,2480,2874,3808,2999,3919,3377,3828,4034,3986,6191,4850,4769
orf19.4373,115,4,1258,1240,955,1048,1335,1141,1351,1084,1339,906,873,790,719,609,642,689,572,625
YDR237W,116,1,850,810,1447,1519,1265,1031,1111,893,1202,958,1045,1025,828,808,558,758,825,712
CAGL0K11044g,116,2,3080,2584,3220,3168,5131,5321,3650,3111,2664,2957,2702,1362,1340,1388,1382,1074,1038,1613
KLLA0C15257g,116,3,1590,1642,5415,4826,1669,1545,623,776,684,573,639,583,652,712,696,1172,809,824
orf19.2214,116,4,1112,1142,3255,3340,3408,2930,2130,1654,1479,1201,1188,1078,804,874,763,746,685,673
YDR238C,117,1,6441,5794,6167,6448,6731,5980,6791,6312,7323,4812,5393,4890,5620,5207,4034,4406,4046,3630
CAGL0K11088g,117,2,10321,9172,7684,7882,10643,13003,11134,9070,9762,10208,15300,7480,9306,8289,8533,7161,6875,10557
KLLA0C15279g,117,3,7901,9403,6799,6509,14545,14447,11879,13521,12193,11168,10852,9329,9102,9374,7892,11067,7211,7981
orf19.528,117,4,7007,7678,8391,8281,9560,8790,11547,9200,10885,8534,7643,6131,4021,4478,3919,3118,3163,3219
YDR239C,118,1,645,648,681,658,947,884,959,877,839,683,659,583,817,711,783,885,948,779
CAGL0K11110g,118,2,1006,1020,1011,1005,1162,1361,1731,1370,1757,1854,2302,1461,1935,1788,2021,1734,1782,2833
KLLA0C15301g,118,3,1073,1037,783,743,2110,2068,1635,2013,1707,1587,1957,1567,1928,1945,1802,3038,2526,2569
YDR240C,119,1,436,434,410,372,565,507,584,524,596,416,396,364,498,446,472,523,735,640
CAGL0K11132g,119,2,686,536,737,632,412,430,534,432,602,649,891,532,785,754,936,679,776,1274
KLLA0C15323g,119,3,562,639,914,829,768,693,724,829,1222,1077,1544,1332,1591,1610,1681,2694,2138,2212
YDR242W,120,1,476,376,493,515,666,514,528,551,643,540,860,852,1203,1200,1309,1451,1700,1647
orf19.5536,120,2,49,63,35,43,37,39,39,44,67,41,96,101,117,129,201,170,260,224
YDR243C,121,1,456,467,340,389,537,463,514,442,471,326,397,359,441,421,473,548,663,573
CAGL0K11198g,121,2,1103,892,1077,1001,1061,1157,1192,980,1371,1328,2320,1208,1471,1467,1642,1434,1351,1958
KLLA0C15433g,121,3,364,455,911,788,506,539,431,543,933,769,975,902,1049,1064,995,1402,1000,1086
orf19.672,121,4,778,740,726,683,734,651,828,627,753,613,946,750,690,695,744,655,696,651
YDR244W,122,1,1142,1097,2185,2127,1519,1331,1347,1177,1605,1112,1504,1346,1440,1189,1342,1376,1685,1257
CAGL0K11209g,122,2,1445,1247,1281,1297,3468,3884,4562,3798,5113,5085,7156,4028,4018,3879,4248,3477,3302,5075
CAGL0J09570g,122,3,1468,1339,1444,1354,1844,2059,2345,1723,1994,2308,2291,1726,1871,1856,2066,1877,1804,2770
KLLA0C15455g,122,4,1440,1571,794,732,2146,2059,1545,1705,1876,1674,1893,1568,1747,1844,1461,2331,1567,1573
orf19.5640,122,5,2252,2387,1072,1230,2551,2142,3691,2848,3190,2544,2217,1809,1245,1397,1457,1352,1243,1174
YDR245W,123,1,2977,2951,1965,2176,2836,2321,3426,3360,3062,2502,1785,1577,1779,1795,1263,1561,1758,1490
CAGL0K11231g,123,2,3769,3405,4186,4116,2343,2536,2372,1926,2285,2200,3701,2157,2717,2552,2944,2429,2011,3731
KLLA0C15477g,123,3,2515,2980,4782,4561,3616,3463,2542,2837,2899,2341,2377,2047,1838,2034,1376,2365,1293,1371
orf19.5658,123,4,2757,2829,3926,3959,3797,3368,4180,3177,4625,3569,3683,3463,2586,3049,2707,3006,2717,2432
YBL093C,124,1,1291,1239,1434,1533,1769,1635,1550,1460,1659,1261,1299,1108,1591,1427,1831,2073,3079,2588
CAGL0M09515g,124,2,1922,1705,1580,1591,1271,1639,1560,1231,1536,1713,2262,1379,1731,1587,2068,1686,1835,2976
KLLA0E06821g,124,3,2029,2395,3020,2828,1421,1427,1201,1335,1618,1342,1671,1446,1607,1762,1779,2856,2166,2252
orf19.3421.1,124,4,541,515,408,488,556,479,775,571,942,689,847,845,666,737,791,820,700,655
YDR246W,125,1,547,518,1224,1244,793,777,666,652,898,697,1001,1000,1062,1014,1056,1153,1441,1016
CAGL0K11253g,125,2,1387,1134,1375,1370,967,1145,1098,902,1135,1110,1648,960,1211,1072,1244,941,887,1542
KLLA0D12144g,125,3,80,74,123,114,184,223,184,215,223,149,147,125,165,134,115,121,91,117
orf19.3673,125,4,229,261,254,280,307,263,350,297,350,284,326,272,219,231,231,241,204,185
YDR247W,126,1,316,244,664,642,362,354,510,436,826,590,1488,1400,2367,1860,3117,2961,4186,2634
YPL026C,126,2,776,705,1481,1397,1725,1339,1691,1471,1627,1475,2085,2234,2928,2670,3666,3601,6266,4948
CAGL0I05390g,126,3,3576,2912,1772,1794,3873,4393,6288,5424,7198,8234,13076,7463,11188,9691,13133,10133,12849,19482
CAGL0K11275g,126,4,540,497,454,425,2559,2841,4330,3725,4085,4571,4807,3031,3690,3368,4184,3154,3746,5888
KLLA0D12100g,126,5,9575,11396,1542,1627,4256,3805,5286,5865,8239,6776,9216,7844,8867,9282,9524,14342,12561,14520
YDR248C,127,1,582,518,1493,1502,1034,915,776,660,1087,873,1765,1554,1835,1600,1987,1996,2721,1765
CAGL0K11297g,127,2,1410,1198,878,939,2436,2907,3843,3378,3762,4251,5484,2492,2716,2286,2020,1536,1364,2368
KLLA0D12078g,127,3,464,493,69,56,797,749,839,913,855,750,875,737,729,719,529,834,508,492
orf19.4520,127,4,282,247,208,210,196,149,210,138,166,132,135,164,136,168,224,235,225,188
YDR249C,128,1,325,279,291,299,438,414,412,370,402,312,268,212,316,302,357,380,482,449
CAGL0K11319g,128,2,289,270,406,331,77,92,121,98,157,187,261,221,239,278,339,271,293,407
KLLA0D11968g,128,3,522,629,1166,1042,251,215,254,274,596,541,932,760,913,960,923,1279,1045,1021
YDR251W,129,1,2391,2000,4293,4485,2741,2626,2662,2421,3664,2563,3265,3202,2987,2717,2143,2255,1864,1659
YPL032C,129,2,3026,2703,2092,2015,2705,2458,3782,3396,3281,2052,2523,2483,2602,2567,1775,1867,1925,2107
CAGL0L12452g,129,3,9802,9055,9387,7190,5101,5692,2850,2203,2395,2859,3261,2862,2948,3198,3479,3079,2292,3210
CAGL0B02629g,129,4,2799,2557,2321,2089,2498,2783,2639,2178,2521,2786,2602,2427,2963,2696,3150,2632,2713,4102
KLLA0D11946g,129,5,5663,5369,6182,5290,7641,7767,4963,5418,4631,4266,4766,3864,4778,4765,4313,6215,5396,5529
YDR252W,130,1,108,105,171,195,126,98,166,144,169,121,169,162,190,167,173,185,185,160
YPL037C,130,2,10963,10332,8608,9285,10232,9343,10399,9775,12717,9488,7259,7060,6715,6365,5425,6103,6377,6394
CAGL0L12540g,130,3,23984,20179,24648,25803,13869,14158,9941,8072,8551,9104,15393,7146,9420,8697,10586,7942,8112,13810
KLLA0D11924g,130,4,8261,10281,12890,12038,15260,14642,9310,10390,8456,6561,6866,5566,5108,5440,3931,6400,3853,3841
YDR253C,131,1,224,187,314,306,243,229,306,263,341,255,332,278,350,299,252,271,341,288
YPL038W,131,2,390,360,391,357,523,459,502,457,583,429,391,338,374,368,373,438,496,471
CAGL0L12562g,131,3,656,579,350,363,580,629,569,458,547,523,705,546,634,587,894,651,720,1172
CAGL0B02651g,131,4,3,4,3,4,14,23,25,20,24,19,46,15,23,23,33,34,29,52
KLLA0D11902g,131,5,345,388,463,436,511,431,378,420,533,471,612,493,593,648,613,967,699,721
orf19.1757,131,6,470,467,865,843,447,373,358,266,323,332,659,575,561,564,665,760,727,755
YDR254W,132,1,580,491,879,829,579,534,724,621,908,609,834,836,1028,925,864,1035,996,822
CAGL0B02673g,132,2,1004,826,1085,1196,589,758,610,479,914,1093,2516,1379,1977,1919,2146,1500,1366,2309
KLLA0D11770g,132,3,266,272,514,473,160,144,273,365,778,674,879,776,805,845,825,1095,869,1059
orf19.6851,132,4,473,399,345,330,370,336,312,245,320,324,337,289,215,230,149,147,172,138
YDR255C,133,1,440,429,958,895,578,458,572,446,802,562,824,844,965,836,848,893,947,773
CAGL0B02695g,133,2,971,811,775,801,2307,2463,2168,1932,2009,2242,2538,1595,2198,2040,2568,2003,2226,3561
KLLA0D11704g,133,3,1104,1390,879,820,1743,1771,1791,2261,2522,2282,3021,2569,2988,3062,2913,4458,3553,3553
orf19.6850,133,4,767,720,229,268,448,337,802,659,917,710,974,838,745,849,991,1044,981,962
YDR256C,134,1,391,452,662,761,538,442,546,497,512,434,517,466,582,517,597,598,1124,657
CAGL0K10868g,134,2,7447,7015,11452,9545,38694,44921,70182,57835,72877,79134,76024,55440,57165,50125,57418,47693,53428,82819
KLLA0D11660g,134,3,8674,9294,974,848,3207,3079,4706,5568,5853,4411,7744,6567,8230,8373,9556,15683,9637,10799
orf19.6229,134,4,10969,11777,31927,33163,6743,6314,7881,5815,9682,7848,14255,12551,12740,13442,16979,16941,15317,16358
YBL092W,135,1,34002,32850,22518,24855,28773,25451,34462,32891,36550,31630,9209,8514,3030,3208,1443,1727,3663,3505
CAGL0H04521g,135,2,44273,36457,48783,49914,5983,6329,991,805,1062,1210,4796,2223,6224,6138,11094,8090,9205,15529
KLLA0E06843g,135,3,16843,18969,49067,44918,27824,24523,3223,3415,1415,1092,1960,1571,2081,2104,2245,4141,3055,3029
YDR257C,136,1,1217,1189,1519,1578,1688,1438,1413,1264,1645,1219,985,959,889,837,634,659,771,735
CAGL0M08844g,136,2,2015,1610,2981,2973,3549,4217,4912,4271,5440,5750,9890,4810,6883,6229,8858,6564,8483,13637
KLLA0A07084g,136,3,428,521,2987,2712,1395,1168,837,980,1801,1415,1823,1476,1484,1539,1169,1538,1166,1365
orf19.2654,136,4,271,275,2260,2389,1020,922,350,286,287,242,798,542,541,540,571,524,456,553
YDR258C,137,1,1214,1224,9100,9292,3691,3393,2885,2418,5636,3893,8643,8044,10716,8932,12630,13880,12716,9509
CAGL0M08822g,137,2,3436,3075,2570,2693,10315,11756,12250,10287,12289,12699,16615,7220,8096,7433,8027,6283,6725,10766
KLLA0E16897g,137,3,693,817,2255,1977,13568,12751,6162,7258,6065,5039,5415,4668,5485,5628,5479,7487,5585,6648
orf19.882,137,4,2030,2278,3197,3393,5225,3959,6963,4418,6491,5678,6800,4867,5857,6518,10388,10634,10868,11288
YDR259C,138,1,134,116,712,560,369,225,322,222,291,340,388,489,417,333,315,263,394,260
YOR028C,138,2,637,589,3261,3463,1177,1101,1321,1016,1841,1442,1607,1583,1028,736,1039,692,954,506
CAGL0M08800g,138,3,3162,2865,4664,4151,2230,2427,2536,2264,1716,2155,1954,1617,2249,2181,2860,2457,2663,3660
KLLA0E16875g,138,4,735,714,361,299,1782,2368,1414,1476,1278,1227,1471,1033,1632,1737,1452,2533,2997,1898
YDR260C,139,1,725,603,740,858,822,792,633,647,891,638,755,683,792,772,647,746,835,720
CAGL0M08778g,139,2,163,168,236,213,204,176,131,104,113,150,131,109,155,140,127,113,84,166
KLLA0E16853g,139,3,95,127,73,43,230,234,273,274,235,269,344,256,361,377,354,605,556,484
YDR261C,140,1,2442,2301,2807,2752,2627,2211,2907,2748,2999,2483,2669,2443,2121,1970,882,1056,696,650
CAGL0M08756g,140,2,2960,2565,3228,3033,1187,1323,518,460,567,731,1068,801,912,973,901,808,562,812
orf19.2952,140,3,343,251,328,345,444,417,350,258,252,177,183,168,97,122,126,151,139,182
YDR262W,141,1,1130,1126,1905,2119,1750,1556,1667,1411,2005,1498,2770,2450,4283,3792,6847,7746,10546,7990
CAGL0M08734g,141,2,632,571,587,523,1368,1529,2321,1784,2938,2941,3893,2871,3398,3090,4033,3485,3817,5996
KLLA0E16787g,141,3,2478,2888,2013,1747,2890,2816,3216,3582,5539,4433,7192,5991,7328,7679,7456,12057,9289,9386
orf19.3004,141,4,1825,1857,865,912,1016,1083,1325,945,1669,1372,2424,2022,1907,2097,2620,2409,2563,2673
YDR263C,142,1,373,365,299,334,374,311,404,402,466,319,459,430,609,516,475,533,642,492
YOR033C,142,2,1148,997,956,896,1378,1210,1315,1189,1351,930,1056,930,1113,1040,688,736,663,778
CAGL0H08085g,142,3,1174,1068,1257,1069,423,498,223,210,429,455,950,630,880,966,1065,829,619,948
KLLA0E16743g,142,4,1440,1537,998,848,1750,1715,1532,1691,1345,1193,1270,1155,1146,1081,1106,1429,1285,1357
YDR264C,143,1,3096,2798,3874,3968,3558,3512,3122,3508,4348,3064,4159,3814,4661,4042,3941,4691,4309,4030
YOR034C,143,2,904,842,669,655,1059,933,1103,1058,964,678,614,537,974,909,1028,1209,1571,1297
CAGL0M08712g,143,3,3254,3147,2443,2471,2646,3178,3650,3078,3556,3710,5134,3140,3807,3446,4195,3463,3603,5581
KLLA0E16721g,143,4,1660,1785,1521,1263,2093,2043,1766,1973,1875,1631,1883,1665,1632,1678,1473,2174,1386,1563
orf19.4950,143,5,1621,1647,1234,1122,1479,1404,1401,1111,1235,930,1187,899,705,797,793,738,705,735
YDR265W,144,1,433,392,577,597,539,507,515,440,604,469,725,732,898,782,947,1027,1201,1087
CAGL0M08690g,144,2,601,578,519,572,747,783,983,917,1272,1300,2449,1450,2013,1924,2641,2118,2266,3769
KLLA0E16677g,144,3,285,277,128,130,408,367,399,413,442,451,468,345,415,433,381,515,437,455
